Pts	Reb	Asist	%TC	MaxPts	MaxReb	MaxAsist Max%TC Pos	MVP
27.5	11.1	3.1	57.4	32.1	15.4	8.9	58.5	5	0
30.0	6.9	5.9	45.1	32.1	15.4	8.9	58.5	5	0
24.2	13.9	5.0	49.9	28.0	13.9	9.2	58.4	1	1
22.3	12.4	3.1	50.1	28.0	13.9	9.2	58.4	3	0
21.5	11.5	2.9	58.4	28.0	13.9	9.2	58.4	2	0
15.5	3.3	11.5	50.2	30.7	13.5	11.5	60.0	1	1
20.3	11.1	2.7	49.6	30.7	13.5	11.5	60.0	2	0
22.9	10.4	2.7	60.1	30.7	13.5	11.5	60.0	11	0
18.8	4.2	10.5	51.2	35.4	12.7	10.5	60	2	1
35.4	5.3	4.5	45	35.4	12.7	10.5	60	7	0
20	9.2	1.9	60	35.4	12.7	10.5	60	2	0
24.6	8.9	3.4	50.2	31.6	12.8	11.6	60.6	1	1
31.6	5.7	5.4	46.3	31.6	12.8	11.6	60.6	7	0
18.6	3.5	11.6	53.2	31.6	12.8	11.6	60.6	2	0
28.3	6.3	5.4	45.9	30	14.2	11.6	62.6	1	1
30	7.9	7.2	48.4	30	14.2	11.6	62.6	4	0
20.7	14.2	1.3	59.9	30	14.2	11.6	62.6	3	0
28.4	7.6	7.2	48.9	30.2	13.8	11	60.9	1	1
30.2	5	7.5	49.1	30.2	13.8	11	60.9	5	0
16.8	3.9	6.3	47.5	30.2	13.8	11	60.9	7	0
29.7	7.3	8.6	50.3	30.1	13.2	11	61.2	1	1
30.1	7.6	2.8	47.6	30.1	13.2	11	61.2	8	0
26.6	4.8	6.5	47.6	30.1	13.2	11	61.2	5	0
25.1	4.1	7.7	44.6	27.7	15.2	11.4	61.5	1	1
27.7	6.8	2.7	46.3	27.7	15.2	11.4	61.5	4	0
26.7	7.5	7	51.1	27.7	15.2	11.4	61.5	2	0
27.1	7.9	6.2	53.1	28	14.51	11.7	57.3	2	1
28	8	3.5	49.6	28	14.51	11.7	57.3	2	0
19.4	5.2	4.5	44.3	28	14.51	11.7	57.3	4	0
26.8	8	7.3	56.5	28.7	12.4	11.1	64.3	1	1
28.1	7.9	4.6	51	28.7	12.4	11.1	64.3	1	0
28.7	6.9	2.6	44.9	28.7	12.4	11.1	64.3	2	0
32	7.4	5.5	50.3	32	13.6	10.7	67.6	2	1
27.1	6.9	6.3	56.7	32	13.6	10.7	67.6	2	0
21.7	6.8	3.5	42.3	32	13.6	10.7	67.6	1	0
23.8	4.3	7.7	48.7	28.1	15	10.2	71	1	1
27.4	5.7	7	44	28.1	15	10.2	71	2	0
28.1	7.3	8.6	42.6	28.1	15	10.2	71	9	0
