Pts	Reb	Asist	%TC	MaxPts	MaxReb	MaxAsist Max%TC Pos	MVP
25.7	16.2	2.6	42.9	25.7	17.4	8.9	45.7	3	1
18.8	6.8	8.9	36	25.7	17.4	8.9	45.7	2	0
16.8	17.4	4.6	38.3	25.7	17.4	8.9	45.7	4	0
20.6	4.8	7.5	37.8	25.6	19.6	7.5	44.7	1	1
24.7	14.6	1.9	35.1	25.6	19.6	7.5	44.7	1	0
21.1	4.3	3.5	41.6	25.6	19.6	7.5	44.7	1	0
16.6	22.7	2.9	44.2	27.8	22.7	7.1	45.2	1	1
18	5	7.1	35.3	27.8	22.7	7.1	45.2	1	0
24.6	17.4	2.2	36.1	27.8	22.7	7.1	45.2	1	0
29.2	16.4	3.1	43.8	29.2	23	8.6	49	1	1
16.7	23	3.2	45.7	29.2	23	8.6	49	1	0
20	5.5	8.6	38.4	29.2	23	8.6	49	1	0
37.6	27	2.3	46.1	37.6	27	9.5	47.7	2	1
26.1	17	3.6	43.8	37.6	27	9.5	47.7	1	0
18.2	24	3.7	46.7	37.6	27	9.5	47.7	1	0
16.9	23.9	3.4	42.6	38.4	27.2	9.7	50.9	1	1
38.4	27.2	1.9	50.4	38.4	27.2	9.7	50.9	2	0
30.5	10.1	9.7	47.3	38.4	27.2	9.7	50.9	4	0
18.9	23.6	4.5	45.7	50.4	25.7	11.4	51.9	1	1
50.4	25.7	2.4	50.6	50.4	25.7	11.4	51.9	2	0
30.8	12.5	11.4	47.8	50.4	25.7	11.4	51.9	2	0
16.8	23.6	4.5	44.9	44.8	24.3	10.4	52.8	1	1
44.8	24.3	3.4	52.8	44.8	24.3	10.4	52.8	4	0
28.3	10.4	9.5	51.8	44.8	24.3	10.4	52.8	3	0
31.4	9.9	11	48.3	36.9	24.7	11	52.7	2	1
15	24.7	4.7	43.3	36.9	24.7	11	52.7	1	0
36.9	22.3	5	52.4	36.9	24.7	11	52.7	1	0
14.1	24.1	5.3	43.8	34.7	24.1	11.5	51	1	1
34.7	22.9	3.4	51	34.7	24.1	11.5	51	3	0
30.4	9	11.5	48	34.7	24.1	11.5	51	2	0
33.5	24.6	5.2	51	33.5	24.6	11.1	54	1	1
12.9	22.8	4.8	41.5	33.5	24.6	11.1	54	2	0
31.3	7.7	11.1	47.5	33.5	24.6	11.1	54	3	0
24.1	24.2	7.8	68.3	35.6	24.2	11.2	68.3	1	1
35.6	9.2	3.6	45.1	35.6	24.2	11.2	68.3	1	0
28.7	5.9	6.8	46.4	35.6	24.2	11.2	68.3	3	0
24.3	23.8	8.6	59.5	29.2	23.8	9.7	59.5	1	1
29.2	6	9.7	50	29.2	23.8	9.7	59.5	5	0
21.5	19	3.1	51.9	29.2	23.8	9.7	59.5	5	0
13.8	18.2	2.6	47.6	28.4	21.1	9.8	58.3	1	1
28.4	17.1	1.4	44.7	28.4	21.1	9.8	58.3	4	0
24.7	6.4	9.8	48.6	28.4	21.1	9.8	58.3	5	0
21.7	13.9	2	50.7	31.2	16.9	9.1	55.9	1	1
31.2	4.6	7.5	49.7	31.2	16.9	9.1	55.9	2	0
20.9	6	8.2	51.8	31.2	16.9	9.1	55.9	1	0
31.7	16	3.3	57.7	31.7	18.2	10.1	58.7	1	1
26.9	4.6	9.5	49.4	31.7	18.2	10.1	58.7	2	0
23	11.7	4.9	46.2	31.7	18.2	10.1	58.7	3	0
34.8	16.6	4.6	57.4	34.8	19.2	9.7	64.9	2	1
14.8	19.2	4	64.9	34.8	19.2	9.7	64.9	1	0
25.8	4.2	9.7	47.7	34.8	19.2	9.7	64.9	1	0
20.5	16.2	4.1	45.2	34	18.6	11.4	72.7	1	1
34	2.8	11.4	48.8	34	18.6	11.4	72.7	7	0
30.2	16.1	5	55.4	34	18.6	11.4	72.7	1	0
27	14.5	4.8	53.9	30.6	18.1	8.2	54.7	1	1
30.6	15.1	2.3	54.7	30.6	18.1	8.2	54.7	4	0
25.1	6.8	6.1	45.6	30.6	18.1	8.2	54.7	5	0
34.5	14.1	2.2	51.2	34.5	14.8	8	53.9	3	1
26.5	2.7	6.8	45.6	34.5	14.8	8	53.9	3	0
30	14	4.1	51.3	34.5	14.8	8	53.9	7	0
27.7	16.9	5	52.9	31.1	16.9	8.1	56.1	6	1
31.1	12.4	4	48.7	31.1	16.9	8.1	56.1	5	0
24.8	2.7	7.9	45.3	31.1	16.9	8.1	56.1	8	0
26.2	13.3	3.9	57.9	31.6	14.4	8.5	57.9	1	1
31.1	5.1	5.4	43.3	31.6	14.4	8.5	57.9	8	0
18.6	14.4	3.8	52.8	31.6	14.4	8.5	57.9	3	0
18.9	13.2	5	52.2	27.2	15.7	10.2	57.8	1	1
27.2	5.1	3.7	53.6	27.2	15.7	10.2	57.8	2	0
20.6	6.5	3.8	50.2	27.2	15.7	10.2	57.8	1	0
24.8	17.6	1.8	54	29.6	17.6	13.4	58.4	4	1
29.6	5	2.7	54.1	29.6	17.6	13.4	58.4	2	0
23.8	12.8	5.4	57.7	29.6	17.6	13.4	58.4	5	0
24.8	10.8	4.5	60.4	33.1	15.0	10.1	60.9	1	1
21.9	2.3	5.1	52.5	33.1	15.0	10.1	60.9	4	0
33.1	5.2	2.6	52.8	33.1	15.0	10.1	60.9	5	0
24.6	8.0	4.4	52.1	30.7	14.8	9.1	67.0	3	1
21.2	10.9	5.5	47.8	30.7	14.8	9.1	67.0	1	0
27.1	5.1	3.2	49.2	30.7	14.8	9.1	67.0	2	0
31.1	14.7	1.8	51.9	32.3	14.7	9.6	65.2	6	1
22.9	10.9	5.8	50.3	32.3	14.7	9.6	65.2	1	0
24.4	6.9	3.9	54.6	32.3	14.7	9.6	65.2	3	0
24.5	15.3	1.3	50.1	28.4	15.3	10.5	62.6	1	1
23.6	11.0	5.8	50.4	28.4	15.3	10.5	62.6	3	0
16.8	8.6	10.5	54.8	28.4	15.3	10.5	62.6	1	0
24.2	10.1	6.6	49.2	30.6	13.4	13.1	63.1	1	1
17.6	7.3	13.1	56.5	30.6	13.4	13.1	63.1	1	0
21.5	7.3	2.6	57.8	30.6	13.4	13.1	63.1	1	0
28.7	10.5	6.6	52.2	32.9	13.1	13.9	63.7	1	1
18.3	6.2	12.6	56.1	32.9	13.1	13.9	63.7	1	0
24.6	13.1	1.6	46.9	32.9	13.1	13.9	63.7	3	0
25.8	9.8	6.8	49.6	30.3	13.1	12.6	63.2	1	1
18.8	5.9	12.6	52.6	30.3	13.1	12.6	63.2	1	0
23.4	6.1	3.5	56.4	30.3	13.1	12.6	63.2	1	0
23.9	6.3	12.2	52.2	37.1	14.6	12.2	60.4	1	1
28.1	9.2	7.6	52.5	37.1	14.6	12.2	60.4	1	0
37.1	5.2	4.6	48.2	37.1	14.6	12.2	60.4	8	0			
35.0	5.5	5.9	53.5	35.0	13.03	13.8	60.4	3	1
29.9	9.3	6.1	52.7	35.0	13.03	13.8	60.4	1	0
19.6	6.2	11.9	49.2	35.0	13.03	13.8	60.4	1	0
22.5	7.9	12.8	50.9	32.5	13.5	13.6	59.5	1	1
32.5	8.0	8.0	53.8	32.5	13.5	13.6	59.5	6	0
29.1	10.7	2.7	51.9	32.5	13.5	13.6	59.5	2	0
22.3	6.6	11.5	48.0	33.6	14.0	14.5	62.5	1	1
33.6	6.9	6.3	52.6	33.6	14.0	14.5	62.5	3	0
31.0	11.1	2.8	56.2	33.6	14.0	14.5	62.5	4	0
31.5	6.0	5.5	53.9	31.5	13.0	14.2	60.2	1	1
19.4	7.0	12.5	47.7	31.5	13.0	14.2	60.2	3	0
27.6	10.1	4.2	57.0	31.5	13.0	14.2	60.2	5	0
30.1	6.4	6.1	51.9	30.1	18.7	13.7	60.4	1	1
28.0	11.2	3.0	52.6	30.1	18.7	13.7	60.4	2	0
25.6	5.6	3.5	52.4	30.1	18.7	13.7	60.4	3	0
32.6	6.7	5.5	49.5	32.6	18.3	12.0	57.6	2	1
25.6	12.2	5.1	52.0	32.6	18.3	12.0	57.6	1	0
27.0	11.2	3.8	55.2	32.6	18.3	12.0	57.6	6	0
27.3	11.9	3.6	52.8	29.8	17.3	12.6	58.9	2	1
25.2	11.5	4.0	49.7	29.8	17.3	12.6	58.9	5	0
22.0	8.7	5.6	49.1	29.8	17.3	12.6	58.9	3	0
27.6	10.8	2.9	53.0	29.3	16.8	12.3	63.3	1	1
20.9	4.4	7.2	51.2	29.3	16.8	12.3	63.3	1	0
26.7	10.6	3.5	53.6	29.3	16.8	12.3	63.3	3	0
30.4	6.6	4.3	49.5	30.4	14.9	11.2	58.4	1	1
19.4	6.4	5.9	46.3	30.4	14.9	11.2	58.4	1	0
21.7	4.3	7.1	51.3	30.4	14.9	11.2	58.4	2	0
27.4	9.9	4.5	55.0	29.6	16.1	11.4	60.4	1	1
29.6	5.9	4.3	48.6	29.6	16.1	11.4	60.4	1	0
21.4	9.0	7.3	49.6	29.6	16.1	11.4	60.4	5	0
28.7	5.8	3.5	46.5	28.7	15.0	10.5	58.4	1	1
27.0	10.3	3.9	53.0	28.7	15.0	10.5	58.4	1	0
28.3	11.4	2.4	58.4	28.7	15.0	10.5	58.4	3	0
23.8	9.4	4.1	49.3	26.8	13.0	10.8	57.6	2	1
21.7	11.4	2.4	49.5	26.8	13.0	10.8	57.6	1	0
20.1	11.0	1.6	51.1	26.8	13.0	10.8	57.6	1	0
29.7	13.6	3.8	57.4	29.7	14.1	10.1	57.4	1	1
23.2	12.4	3.2	49.0	29.7	14.1	10.1	57.4	4	0
14.3	7.2	10.1	40.9	29.7	14.1	10.1	57.4	5	0
31.1	3.8	4.6	42.0	31.1	13.5	9.8	57.2	1	1
22.2	12.2	3.0	49.9	31.1	13.5	9.8	57.2	1	0
28.7	12.7	3.7	57.2	31.1	13.5	9.8	57.2	2	0
25.5	12.7	3.7	50.8	31.4	13.0	10.9	57.9	2	1
27.2	10.7	3.0	57.9	31.4	13.0	10.9	57.9	3	0
25.2	5.5	5.5	46.9	31.4	13.0	10.9	57.9	3	0
23.3	12.9	3.9	51.3	32.1	15.4	8.9	58.5	1	1
